,id,utterance,sarcasm
1216,2_126_2,"No, I'm upset because Joe Piscapo didn't have the lead role in the rain man.",True
1217,2_158_1,A bucket of chicked. I hope you like it extra flat and crispy,True
1218,2_158_2,I hope you like it extra flat and crispy.,True
1219,2_255_1,It's a musical Rose,True
1220,2_255_2,It's a musical Rose.,True
1221,2_502_1,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,True
1222,2_502_2,I'm worried if Michael Jackson can buy the remains of the elephant.,True
1223,2_11_1,His cappucino maker.,True
1224,2_11_2,Its cappucino manufacturer.,True
1225,2_135_1,"No, she I supset because Jimmy Swaager can't cover his motel bill",True
1226,2_135_2,"No, it's because Jimmy Swaager can't cover his motel bill.",True
1227,2_442_1,No itÕs the rose in the kitchen thing.,True
1228,2_442_2,"No, it's the rose in the kitchen.",True
1229,2_342_1,"In what Blanche, dog years?",True
1230,2_342_2,"In what white years, bitch?",True
1231,2_492_1,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",True
1232,2_492_2,"I'm sorry, Sophia, but for Dorothy's defense, it looks a lot like him.",True
1233,2_512_1,Because it wears a little sunbrella Rose.,True
1234,2_512_2,Because he's wearing a little sunbrella rose.,True
1235,2_121_1,What was I doing? My ben gazara in person?,True
1236,2_121_2,What was I doing?,True
1237,2_129_1,What are these? Claws?,True
1238,2_129_2,What is it?,True
1239,2_222_1,"The little man who lives in there, who turns the light on and off will tell you.",True
1240,2_222_2,"The little man who lives in there, who lights up and turns off the light will tell you.",True
1241,2_604_1,"No Rose, I am developing pictures from the magellan space probe",True
1242,2_604_2,"No Rose, I am developing images of the Magellan space probe",True
1243,2_352_1,"No Rose, it stands alone.",True
1244,2_352_2,"No, Rose, she's all alone.",True
1245,2_344_1,A hand puppet Rose.,True
1246,2_344_2,A pink hand puppet.,True
1247,2_465_1,"No Rose, that you should do.",True
1248,2_465_2,"No, Rose, that you should do.",True
1249,2_471_1,Amazing.,True
1250,2_471_2,Unbelievable.,True
1251,2_361_1,Nooo,True
1252,2_190_1,Well scott I am sure we are all really really looking forward to hear your story.,True
1253,2_190_2,"Well, Scott, I'm sure we're all really looking forward to hearing your story.",True
1254,2_271_1,Sarcasm? Noo.,True
1255,2_271_2,- Sarcasm?,True
1256,2_306_1,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",True
1257,2_306_2,"No, no, I'm just the gorp mediator. I just give up every Tuesday of my life to help those damned people for the good of my health.",True
1258,2_209_1,Really?,True
1259,2_312_1,Sarcasm? At a sarcasmoholics meeting?,True
1260,2_312_2,At a sarcasmoholics meeting?,True
1261,2_485_1,You got off to a really good start with the group.,True
1262,2_485_2,You made a good start with the band.,True
1263,2_527_1,We thought you were just here for the company. He is a sarcasmoholic Stewart.,True
1264,2_527_2,"We thought you were here for the company, it's a sarcasmoholic Stewart.",True
1265,2_596_1,Noooo. Really?,True
1266,2_596_2,Really?,True
1267,2_123_1,Nooo!,True
1268,2_123_2,"Oh, my God!",True
1269,2_140_1,Sarcastic? Us? Nooo.,True
1270,2_140_2,"Sarcastic, us?",True
1271,2_338_1,And I am sure every person here really really wants you to join our group.,True
1272,2_338_2,And I'm sure everyone here really wants you to join our band.,True
1273,2_381_1,Noo..,True
1274,2_381_2,"No, it's not.",True
1275,2_511_1,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",True
1276,2_511_2,"You said you spent all that money because those boots go with skirts, dresses and pants.",True
1277,2_287_1,"Oh I am sorry, do you need a break?",True
1278,2_287_2,"Oh, I'm sorry, you need a break?",True
1279,2_161_1,I can see it from right here. It'll cost you one husband.,True
1280,2_161_2,"I can see him from here, it'll cost you a husband.",True
1281,2_589_1,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,True
1282,2_589_2,Check one of my saddle bags while I chew a hay ball.,True
1283,2_523_1,"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!",True
1284,2_523_2,"I am a head hunter, I work with Soviet scientists and Third World nations.",True
1285,2_491_1,"Let me think! Let me think! Oh, I don't care.",True
1286,2_491_2,Let me think!,True
1287,2_170_1,The British are coming?,True
1288,2_500_1,Oh my God I love that! - Really? - NO!,True
1289,2_500_2,"Oh, my God, I love it!",True
1290,2_303_1,No thanks Josephine!,True
1291,2_303_2,"No, thank you, Josephine!",True
1292,2_570_1,"Oh my god, where are all the men?",False
1293,2_570_2,"Oh, my God, where are all the men?",False
1294,2_178_1,"This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert.",True
1295,2_178_2,"It's so good, I'll enjoy it in the balcony. I can enjoy my view, while I love my desert.",True
1296,2_438_1,Really? Struck down in the prime of life.,True
1297,2_438_2,It's in the bounty of life.,True
1298,2_167_1,"I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday",True
1299,2_167_2,"A woman named Hildy called and said we're getting married, but it happens every day.",True
1300,2_373_1,I was making a coconut phone with a professor.,True
1301,2_373_2,I was making a coconut phone with a teacher.,True
1302,2_623_1,What do you know? Its a treat for the eyes and the ears.,True
1303,2_623_2,It's a pleasure for the eyes and ears.,True
1304,2_131_1,I really don't wanna sit with Allen Iverson over there .,False
1305,2_131_2,I really don't want to sit with Allen Iverson over there.,False
1306,2_236_1,"Gee, if only she were one and had no idea what a birthday was.",True
1307,2_236_2,If only she was one and she didn't know what a birthday was.,True
1308,2_546_1,"Oh sure, she was probably up all night excited about the party she knows is happening.",True
1309,2_546_2,She was probably excited all night about the party she knows.,True
1310,2_242_1,Are you still enjoying your nap?,True
1311,2_242_2,Do you still like your nap?,True
1312,2_169_1,"Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own.",True
1313,2_169_2,"He's not good for the role, and if I suggest it my bosses will think I'm an idiot, and that's something they should learn for themselves.",True
1314,2_235_1,"Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!",False
1315,2_235_2,"Oh yes, he has a guard, his older brother, Ernie, you can't invent that!",False
1316,2_34_1,Is it me or the greetings gone downhill around here?,True
1317,2_34_2,Is it me or did the greetings fall here?,True
1318,2_608_1,"You are right, by saying nice, I am virtually licking her.",True
1319,2_608_2,"You're right, by saying nice, I almost lick it.",True
1320,2_524_1,"Yes and we are ""very"" excited about it.",True
1321,2_524_2,"Yes and we're ""very"" excited about it.",True
